id,sender_surname,sender_forename,recipient_surname,recipient_forename,sorting_date,date,sender_address,recipient_address,source,languages, extent, filename
RS-LP-000344,"Smith","William","Austen","Robert",1750-12-13,"13 December 1750","","","L&P/2/79, Royal Society","","","RS-LP-000344.xml"
RS-MM-000345,"Banks","Joseph","Banks","Joseph",1789-01-04,"4 January 1789","","","MM/7/63, Royal Society","","","RS-MM-000345.xml"
RS-LP-000345,"Baker","Henry","Folkes","Martin",1750-12-12,"12 December 1750","","","L&P/2/80, Royal Society","","","RS-LP-000345.xml"
RS-MM-000346,"Banks","Joseph","Banks","Joseph",1789-02-19,"19 February 1789","","","MM/7/64, Royal Society","","","RS-MM-000346.xml"
RS-LP-000346,"Rameau","Jean Philippe","Royal Society","",1750-09-18,"18 September 1750","","","L&P/2/84, Royal Society","","","RS-LP-000346.xml"
RS-MM-000347,"Harry Parker","Commissioners of Longitude","Joseph Banks","Nevil Maskelyne and A Shepherd",1789-08-18,"18 August 1789","","","MM/7/67, Royal Society","","","RS-MM-000347.xml"
RS-LP-000347,"Nollet","Jean A","Mortimer","Cromwell",1750-06-08,"8 June 1750","","","L&P/2/85, Royal Society","","","RS-LP-000347.xml"
RS-LP-000348,"Geoffroy","Claude Joseph","Mortimer","Cromwell",1750-06-12,"12 June 1750","","","L&P/2/86, Royal Society","","","RS-LP-000348.xml"
RS-MM-000348,"","","Banks","Joseph",1789-11-27,"27 November 1789","","","MM/7/68, Royal Society","","","RS-MM-000348.xml"
RS-LP-000349,"Bayly","George","Pemberton","Henry",1750-01-01,"1750","","","L&P/2/87, Royal Society","","","RS-LP-000349.xml"
RS-MM-000349,"Banks","Joseph","Banks","Joseph",1790-04-14,"14 April 1790","","","MM/7/71, Royal Society","","","RS-MM-000349.xml"
RS-MM-000350,"Banks","Joseph","Banks","Joseph",1790-07-01,"1 July 1790","","","MM/7/73A, Royal Society","","","RS-MM-000350.xml"
RS-LP-000350,"Murdoch","Patrick","Smith","Robert",1750-04-06,"6 April 1750","","","L&P/2/94, Royal Society","","","RS-LP-000350.xml"
RS-MM-000351,"Lous","Christian Carl","Georg Wolff","Danish Consul in London",1790-05-01,"1 May 1790","","","MM/7/73B, Royal Society","","","RS-MM-000351.xml"
RS-LP-000351,"N L de la Caille","","Mortimer","Cromwell",1751-01-21,"21 January 1751","","","L&P/2/96, Royal Society","","","RS-LP-000351.xml"
RS-MM-000352,"Christian Carl Lous","Copenhagen","","",1790-07-24,"24 July 1790","","","MM/7/77, Royal Society","","","RS-MM-000352.xml"
RS-LP-000352,"Debenham","Thomas","Brattie","Dr",1751-01-26,"26 January 1751","","","L&P/2/97, Royal Society","","","RS-LP-000352.xml"
RS-MM-000353,"","","Banks","Joseph",1790-07-31,"31 July 1790","","","MM/7/78, Royal Society","","","RS-MM-000353.xml"
RS-LP-000353,"Drake","Francis","Folkes","Martin",1750-01-01,"1750","","","L&P/2/100, Royal Society","","","RS-LP-000353.xml"
RS-MM-000354,"Banks","Joseph","Maskelyne","Nevil",1791-02-19,"19 February 1791","","","MM/7/82, Royal Society","","","RS-MM-000354.xml"
RS-LP-000354,"Wargentin","Pehr Wilhelm","Mortimer","Cromwell",1750-05-01,"1 May 1750","","","L&P/2/104, Royal Society","","","RS-LP-000354.xml"
RS-MM-000355,"Banks","Joseph","Maskelyne","Nevil",1791-12-14,"14 December 1791","","","MM/7/87, Royal Society","","","RS-MM-000355.xml"
RS-LP-000355,"","","Mortimer","Cromwell",1750-07-21,"21 July 1750","","","L&P/2/105, Royal Society","","","RS-LP-000355.xml"
RS-MM-000356,"Maskelyne","Nevil","Banks","Joseph",1792-04-23,"23 April 1792","","","MM/7/88, Royal Society","","","RS-MM-000356.xml"
RS-LP-000356,"Pococke","Richard","Mortimer","Cromwell",1751-02-28,"28 February 1751","","","L&P/2/106, Royal Society","","","RS-LP-000356.xml"
RS-MM-000357,"Shuckburgh-Evelyn","George Augustus William","Banks","Joseph",1792-04-24,"24 April 1792","","","MM/7/89, Royal Society","","","RS-MM-000357.xml"
RS-LP-000357,"Brownrigg","William","Watson","William",1750-02-13,"13 February 1750","","","L&P/2/107, Royal Society","","","RS-LP-000357.xml"
RS-LP-000358,"Tathwell","Cornewall","Stukeley","William",1751-02-26,"26 February 1751","","","L&P/2/108, Royal Society","","","RS-LP-000358.xml"
RS-MM-000358,"Banks","Joseph","Shuckburgh-Evelyn","George Augustus William",1792-04-29,"29 April 1792","","","MM/7/90, Royal Society","","","RS-MM-000358.xml"
RS-LP-000359,"Freeman","William","Mortimer","Cromwell",1750-09-11,"11 September 1750","","","L&P/2/109, Royal Society","","","RS-LP-000359.xml"
RS-MM-000359,"Banks","Joseph","Banks","Joseph",,"nd","","","MM/7/95, Royal Society","","","RS-MM-000359.xml"
RS-LP-000360,"Leclerc","Georges Louis","Folkes","Martin",1750-04-06,"6 April 1750","","","L&P/2/116, Royal Society","","","RS-LP-000360.xml"
RS-MM-000360,"Shepherd","Anthony","Maskelyne","Nevil",1792-12-05,"5 December 1792","","","MM/7/97, Royal Society","","","RS-MM-000360.xml"
RS-LP-000361,"Baker","Henry","Folkes","Martin",1750-04-26,"26 April 1750","","","L&P/2/117, Royal Society","","","RS-LP-000361.xml"
RS-MM-000361,"Lous","Christian Carl","Banks","Joseph",1792-01-01,"1792-1793","","","MM/7/99, Royal Society","","","RS-MM-000361.xml"
RS-LP-000362,"Paul","Robert","Royal Society","",1750-04-04,"4 April 1750","","","L&P/2/118, Royal Society","","","RS-LP-000362.xml"
RS-MM-000362,"Banks","Joseph","Banks","Joseph",1793-05-07,"[7 May 1793]","","","MM/7/105, Royal Society","","","RS-MM-000362.xml"
RS-LP-000363,"Bowman","Walter","Hales","Stephen",1750-04-11,"11 April 1750","","","L&P/2/119, Royal Society","","","RS-LP-000363.xml"
RS-MM-000363,"Banks","Joseph","Shuckburgh-Evelyn","George Augustus William",,"2 May","","","MM/7/106, Royal Society","","","RS-MM-000363.xml"
RS-LP-000364,"Layard","Daniel Peter","Mead","Richard",1750-02-17,"17 February 1750","","","L&P/2/120, Royal Society","","","RS-LP-000364.xml"
RS-MM-000364,"Banks","Joseph","Shuckburgh-Evelyn","George Augustus William",1793-05-07,"7 May [1793]","","","MM/7/108, Royal Society","","","RS-MM-000364.xml"
RS-LP-000365,"Pennant","Thomas","Holford","Richard",1750-04-03,"3 April 1750","","","L&P/2/123, Royal Society","","","RS-LP-000365.xml"
RS-MM-000365,"Banks","Joseph","Banks","Joseph",1793-03-09,"9 March [1793]","","","MM/7/109, Royal Society","","","RS-MM-000365.xml"
RS-LP-000366,"Downe","Nathaniel","Grenville","",1750-03-19,"19 March 1750","","","L&P/2/124, Royal Society","","","RS-LP-000366.xml"
RS-MM-000366,"Banks","Joseph","Shuckburgh-Evelyn","George Augustus William",1792-05-12,"12 May 1792","","","MM/7/111, Royal Society","","","RS-MM-000366.xml"
RS-LP-000367,"Rameau","Jean Philippe","Royal Society","",1750-02-26,"26 February 1750","","","L&P/2/125, Royal Society","","","RS-LP-000367.xml"
RS-MM-000367,"Banks","Joseph","Banks","Joseph",1793-01-22,"22 January 1793","","","MM/7/113, Royal Society","","","RS-MM-000367.xml"
RS-MM-000368,"Banks","Joseph","Maskelyne","Nevil",1793-03-12,"12 March 1793","","","MM/7/119, Royal Society","","","RS-MM-000368.xml"
RS-LP-000368,"Warner","Joseph","Folkes","Martin",1750-05-07,"7 May 1750","","","L&P/2/126, Royal Society","","","RS-LP-000368.xml"
RS-MM-000369,"Banks","Joseph","Banks","Joseph",1793-03-14,"14 March 1793","","","MM/7/121, Royal Society","","","RS-MM-000369.xml"
RS-LP-000369,"Theobald","James","Folkes","Martin",1750-05-10,"10 May 1750","","","L&P/2/127, Royal Society","","","RS-LP-000369.xml"
RS-LP-000370,"Stukeley","William","Royal Society","",1750-05-10,"10 May 1750","","","L&P/2/128, Royal Society","","","RS-LP-000370.xml"
RS-MM-000370,"Banks","Joseph","Shuckburgh-Evelyn","George Augustus William",1793-04-19,"19 April 1793","","","MM/7/127, Royal Society","","","RS-MM-000370.xml"
RS-LP-000371,"Cassini de Thury","Cesar Francois","Sloane","Hans",1750-03-25,"25 March 1750","","","L&P/2/129, Royal Society","","","RS-LP-000371.xml"
RS-MM-000371,"Maskelyne","Nevil","Shepherd","Anthony",1793-04-21,"21 April 1793","","","MM/7/129, Royal Society","","","RS-MM-000371.xml"
RS-LP-000372,"Neale","John","Folkes","Martin",1750-05-10,"10 May 1750","","","L&P/2/130, Royal Society","","","RS-LP-000372.xml"
RS-MM-000372,"Shuckburgh-Evelyn","George Augustus William","Banks","Joseph",1793-04-21,"21 April 1793","","","MM/7/130, Royal Society","","","RS-MM-000372.xml"
RS-LP-000373,"Baker","Henry","Folkes","Martin",1750-05-10,"10 May 1750","","","L&P/2/131, Royal Society","","","RS-LP-000373.xml"
RS-MM-000373,"Banks","Joseph","Banks","Joseph",1793-04-24,"24 April 1793","","","MM/7/132, Royal Society","","","RS-MM-000373.xml"
RS-LP-000374,"Reaumur","R.-A.","Royal Society","",1750-04-23,"23 April 1750","","","L&P/2/132, Royal Society","","","RS-LP-000374.xml"
RS-MM-000374,"Maskelyne","Nevil","Banks","Joseph",1793-04-24,"24 April 1793","","","MM/7/133, Royal Society","","","RS-MM-000374.xml"
RS-LP-000375,"Collinson","Peter","Folkes","Martin",1750-01-01,"1750","","","L&P/2/133, Royal Society","","","RS-LP-000375.xml"
RS-MM-000375,"Maskelyne","Nevil","Banks","Joseph",1793-05-21,"21 May 1793","","","MM/7/135, Royal Society","","","RS-MM-000375.xml"
RS-LP-000376,"Barlow","William","Folkes","Martin",1750-01-01,"1750","","","L&P/2/135, Royal Society","","","RS-LP-000376.xml"
RS-MM-000376,"Maskelyne","Nevil","Banks","Joseph",1793-07-07,"7 July 1793","","","MM/7/139, Royal Society","","","RS-MM-000376.xml"
RS-LP-000377,"Starr","John","Mortimer","Cromwell",1749-01-10,"10 January 1749","","","L&P/2/136, Royal Society","","","RS-LP-000377.xml"
RS-MM-000377,"Banks","Joseph","Banks","Joseph",1793-07-09,"9 July 1793","","","MM/7/140, Royal Society","","","RS-MM-000377.xml"
RS-MM-000378,"Banks","Joseph","Banks","Joseph",1793-12-23,"23 December 1793","","","MM/7/142, Royal Society","","","RS-MM-000378.xml"
RS-LP-000378,"Hales","Stephen","","",1750-03-14,"14 March 1750","","","L&P/2/137, Royal Society","","","RS-LP-000378.xml"
RS-MM-000379,"Banks","Joseph","Banks","Joseph",1794-05-01,"May 1794","","","MM/7/144, Royal Society","","","RS-MM-000379.xml"
RS-LP-000379,"Stukeley","William","Royal Society","",1750-05-17,"17 May 1750","","","L&P/2/138, Royal Society","","","RS-LP-000379.xml"
RS-MM-000380,"Banks","Joseph","Banks","Joseph",1795-03-09,"9 March 1795","","","MM/7/147, Royal Society","","","RS-MM-000380.xml"
RS-LP-000380,"Seddon","John","Folkes","Martin",1750-06-10,"10 June 1750","","","L&P/2/140, Royal Society","","","RS-LP-000380.xml"
RS-MM-000381,"Banks","Joseph","Banks","Joseph",1795-10-02,"2 October 1795","","","MM/7/149, Royal Society","","","RS-MM-000381.xml"
RS-LP-000381,"More","Robert","Folkes","Martin",1750-06-05,"5 June 1750","","","L&P/2/141, Royal Society","","","RS-LP-000381.xml"
RS-MM-000382,"Banks","Joseph","Banks","Joseph",1795-10-28,"28 October 1795","","","MM/7/150, Royal Society","","","RS-MM-000382.xml"
RS-LP-000382,"Baker","Henry","Folkes","Martin",1750-06-13,"13 June 1750","","","L&P/2/143, Royal Society","","","RS-LP-000382.xml"
RS-MM-000383,"Banks","Joseph","Banks","Joseph",1795-12-01,"1 December 1795","","","MM/7/151, Royal Society","","","RS-MM-000383.xml"
RS-LP-000383,"Arderon","William","Baker","Henry",1750-05-11,"11 May 1750","","","L&P/2/144, Royal Society","","","RS-LP-000383.xml"
RS-MM-000384,"Banks","Joseph","Banks","Joseph",1796-03-15,"15 March 1796","","","MM/7/155, Royal Society","","","RS-MM-000384.xml"
RS-LP-000384,"Baker","Henry","Folkes","Martin",1750-06-14,"14 June 1750","","","L&P/2/145, Royal Society","","","RS-LP-000384.xml"
RS-MM-000385,"Banks","Joseph","Banks","Joseph",1796-12-04,"4 December 1796","","","MM/7/159, Royal Society","","","RS-MM-000385.xml"
RS-LP-000385,"","","Royal Society","",1750-01-01,"1750","","","L&P/2/148, Royal Society","","","RS-LP-000385.xml"
RS-MM-000386,"Banks","Joseph","Banks","Joseph",1797-10-01,"October 1797","","","MM/8/5, Royal Society","","","RS-MM-000386.xml"
RS-LP-000386,"More","Robert","Watson","William",1750-01-01,"1750","","","L&P/2/149, Royal Society","","","RS-LP-000386.xml"
RS-MM-000387,"Banks","Joseph","Banks","Joseph",1797-11-27,"27 November 1797","","","MM/8/6, Royal Society","","","RS-MM-000387.xml"
RS-LP-000387,"Huxham","John","Mortimer","Cromwell",1750-04-18,"18 April 1750","","","L&P/2/150, Royal Society","","","RS-LP-000387.xml"
RS-LP-000388,"Starr","John","Huxham","J",1749-11-10,"10 November 1749","","","L&P/2/151, Royal Society","","","RS-LP-000388.xml"
RS-MM-000388,"Banks","Joseph","Maskelyne","Nevil",1798-06-25,"25 June 1798","","","MM/8/10, Royal Society","","","RS-MM-000388.xml"
RS-LP-000389,"","","Mortimer","Cromwell",1748-11-11,"11 November 1748","","","L&P/2/153, Royal Society","","","RS-LP-000389.xml"
RS-MM-000389,"Banks","Joseph","Banks","Joseph",1798-11-15,"15 November 1798","","","MM/8/11A, Royal Society","","","RS-MM-000389.xml"
RS-MM-000390,"Banks","Joseph","Wales","William",1798-12-10,"10 December 1798","","","MM/8/12, Royal Society","","","RS-MM-000390.xml"
RS-LP-000390,"Mortimer","Cromwell","Mortimer","Cromwell",1750-06-20,"20 June 1750","","","L&P/2/154, Royal Society","","","RS-LP-000390.xml"
RS-MM-000391,"Banks","Joseph","Banks","Joseph",1798-12-21,"21 December 1798","","","MM/8/13, Royal Society","","","RS-MM-000391.xml"
RS-LP-000391,"Baker","Henry","Folkes","Martin",1750-06-18,"18 June 1750","","","L&P/2/156, Royal Society","","","RS-LP-000391.xml"
RS-MM-000392,"Banks","Joseph","Maskelyne","Nevil",1798-12-28,"28 December 1798","","","MM/8/14, Royal Society","","","RS-MM-000392.xml"
RS-LP-000392,"","","Mead","Richard",1750-05-23,"23 May 1750","","","L&P/2/158, Royal Society","","","RS-LP-000392.xml"
RS-MM-000393,"Maskelyne","Nevil","Maskelyne","Nevil",1799-01-25,"25 January 1799","","","MM/8/15, Royal Society","","","RS-MM-000393.xml"
RS-LP-000393,"Black","Abraham","Folkes","Martin",1750-01-01,"1750","","","L&P/2/159, Royal Society","","","RS-LP-000393.xml"
RS-MM-000394,"Banks","Joseph","Banks","Joseph",1799-02-02,"2 February 1799","","","MM/8/16, Royal Society","","","RS-MM-000394.xml"
RS-LP-000394,"Argenville","Antoine Joseph Degallier D'","Mortimer","Cromwell",1750-06-01,"1 June 1750","","","L&P/2/160, Royal Society","","","RS-LP-000394.xml"
RS-MM-000395,"Banks","Joseph","Maskelyne","Nevil",1799-02-04,"4 February 1799","","","MM/8/17, Royal Society","","","RS-MM-000395.xml"
RS-LP-000395,"Caleb Sheward and Moses Sheward","","Royal Society","",1749-09-19,"19 September 1749","","","L&P/2/161, Royal Society","","","RS-LP-000395.xml"
RS-MM-000396,"Banks","Joseph","Banks","Joseph",1799-01-11,"11 January 1799","","","MM/8/19, Royal Society","","","RS-MM-000396.xml"
RS-LP-000396,"","","Royal Society","",1750-08-27,"27 August 1750","","","L&P/2/166, Royal Society","","","RS-LP-000396.xml"
RS-MM-000397,"Banks","Joseph","Banks","Joseph",1800-12-02,"2 December 1800","","","MM/8/23, Royal Society","","","RS-MM-000397.xml"
RS-LP-000397,"Burton","J","Mortimer","Cromwell",1750-03-28,"28 March 1750","","","L&P/2/167, Royal Society","","","RS-LP-000397.xml"
RS-LP-000398,"Folkes","William","Folkes","Martin",1750-01-01,"1750","","","L&P/2/168, Royal Society","","","RS-LP-000398.xml"
RS-MM-000398,"Rev Louis Dutens","Mount Street","Banks","Joseph",1800-12-04,"4 December 1800","","","MM/8/24, Royal Society","","","RS-MM-000398.xml"
RS-LP-000399,"Burrow","James","Folkes","Martin",1750-10-02,"2 October 1750","","","L&P/2/169, Royal Society","","","RS-LP-000399.xml"
RS-MM-000399,"","","Board of Longitude","",1801-01-20,"20 January 1801","","","MM/8/26, Royal Society","","","RS-MM-000399.xml"
RS-LP-000400,"Nixon","John","Ward","John",1750-10-08,"8 October 1750","","","L&P/2/170, Royal Society","","","RS-LP-000400.xml"
RS-MM-000400,"Banks","Joseph","Mendoza y Rios","Joseph",1801-06-02,"2 June 1801","","","MM/8/31, Royal Society","","","RS-MM-000400.xml"
RS-LP-000401,"Nixon","John","Folkes","Martin",1750-10-22,"22 October 1750","","","L&P/2/171, Royal Society","","","RS-LP-000401.xml"
RS-MM-000401,"Jervis","John","Banks","Joseph",1802-04-25,"25 April 1802","","","MM/8/37, Royal Society","","","RS-MM-000401.xml"
RS-LP-000402,"Doddridge","P","Baker","Henry",1750-10-17,"17 October 1750","","","L&P/2/172, Royal Society","","","RS-LP-000402.xml"
RS-MM-000402,"","","Board of Longitude","",1803-01-01,"[1803]","","","MM/8/44, Royal Society","","","RS-MM-000402.xml"
RS-LP-000403,"Platt","Joshua","Collinson","Peter",1750-01-01,"1750","","","L&P/2/175, Royal Society","","","RS-LP-000403.xml"
RS-MM-000403,"Mendoza y Rios","Joseph","Joseph de Mendoza RIos","",1803-03-11,"11 March 1803","","","MM/8/46, Royal Society","","","RS-MM-000403.xml"
RS-LP-000404,"Watson","William","Royal Society","",1750-11-15,"15 November 1750","","","L&P/2/177, Royal Society","","","RS-LP-000404.xml"
RS-MM-000404,"Banks","Joseph","'President of the Board of Longitude'","",1803-11-17,"17 November 1803","","","MM/8/51, Royal Society","","","RS-MM-000404.xml"
RS-LP-000405,"Arderon","William","Baker","William",1750-11-13,"13 November 1750","","","L&P/2/180, Royal Society","","","RS-LP-000405.xml"
RS-MM-000405,"","","Board of Longitude","",1804-02-27,"27 February 1804","","","MM/8/53, Royal Society","","","RS-MM-000405.xml"
RS-LP-000406,"Arderon","William","Baker","William",1750-07-23,"23 July 1750","","","L&P/2/181, Royal Society","","","RS-LP-000406.xml"
RS-MM-000406,"","","","",1803-01-01,"1803","","","MM/8/54, Royal Society","","","RS-MM-000406.xml"
RS-LP-000407,"Cat","Claude Nicholas Le","Mortimer","Cromwell",1749-10-01,"October 1749","","","L&P/2/182, Royal Society","","","RS-LP-000407.xml"
RS-MM-000407,"","","Board of Longitude","",1804-02-29,"29 February 1804","","","MM/8/56, Royal Society","","","RS-MM-000407.xml"
RS-MM-000408,"Banks","Joseph","Banks","Joseph",1804-03-12,"12 March 1804","","","MM/8/58, Royal Society","","","RS-MM-000408.xml"
RS-LP-000408,"Parsons","James","Royal Society","",1750-01-01,"1750","","","L&P/2/184, Royal Society","","","RS-LP-000408.xml"
RS-MM-000409,"Banks","Joseph","Banks","Joseph",1805-06-03,"3 June 1805","","","MM/8/65, Royal Society","","","RS-MM-000409.xml"
RS-LP-000409,"Roederer","F G","Mortimer","Cromwell",1749-08-21,"21 August 1749","","","L&P/2/185, Royal Society","","","RS-LP-000409.xml"
RS-LP-000410,"Burton","J","Mortimer","Cromwell",1751-02-16,"16 February 1751","","","L&P/2/186, Royal Society","","","RS-LP-000410.xml"
RS-MM-000410,"Banks","Joseph","Banks","Joseph",1812-01-01,"c.1812","","","MM/8/66, Royal Society","","","RS-MM-000410.xml"
RS-LP-000411,"","","Mortimer","Cromwell",1749-07-26,"26 July 1749","","","L&P/2/187, Royal Society","","","RS-LP-000411.xml"
RS-MM-000411,"Maskelyne","Nevil","Banks","Joseph",1809-05-26,"26 May 1809","","","MM/8/67, Royal Society","","","RS-MM-000411.xml"
RS-LP-000412,"Parsons","James","Royal Society","",1751-01-01,"1751","","","L&P/2/190, Royal Society","","","RS-LP-000412.xml"
RS-MM-000412,"Banks","Joseph","Banks","Joseph",1812-07-12,"12 July 1812","","","MM/8/68, Royal Society","","","RS-MM-000412.xml"
RS-LP-000413,"Stukeley","William","Stukeley","William",1751-03-19,"19 March 1751","","","L&P/2/194, Royal Society","","","RS-LP-000413.xml"
RS-MM-000413,"Banks","Joseph","Banks","Joseph",1813-11-16,"16 November 1813","","","MM/8/70, Royal Society","","","RS-MM-000413.xml"
RS-LP-000414,"Stukeley","William","Royal Society","",1751-05-01,"1 May 1751","","","L&P/2/195, Royal Society","","","RS-LP-000414.xml"
RS-MM-000414,"Mendoza y Rios","Joseph","Banks","Joseph",1813-10-16,"16 October 1813","","","MM/8/71, Royal Society","","","RS-MM-000414.xml"
RS-LP-000415,"Franklin","Benjamin","Collinson","Peter",1751-02-04,"4 February 1751","","","L&P/2/198, Royal Society","","","RS-LP-000415.xml"
RS-MM-000415,"Mendoza y Rios","Joseph","Banks","Joseph",1813-11-24,"24 November 1813","","","MM/8/72, Royal Society","","","RS-MM-000415.xml"
RS-LP-000416,"Collinson","Peter","Collinson","Peter",1748-07-19,"19 July 1748","","","L&P/2/199, Royal Society","","","RS-LP-000416.xml"
RS-MM-000416,"Banks","Joseph","Mendoza y Rios","Joseph",1814-02-26,"26 February 1814","","","MM/8/74, Royal Society","","","RS-MM-000416.xml"
RS-LP-000417,"","","Theobalds","J",1750-05-08,"8 May 1750","","","L&P/2/202, Royal Society","","","RS-LP-000417.xml"
RS-MM-000417,"Banks","Joseph","Mendoza y Rios","Joseph",1814-03-03,"3 March 1814","","","MM/8/75, Royal Society","","","RS-MM-000417.xml"
RS-MM-000418,"Banks","Joseph","Pond","John",1815-12-14,"14 December 1815","","","MM/8/78, Royal Society","","","RS-MM-000418.xml"
RS-LP-000418,"Demidoff","Gregori","Folkes","Martin",1751-05-16,"16 May 1751","","","L&P/2/203, Royal Society","","","RS-LP-000418.xml"
RS-MM-000419,"Banks","Joseph","Lee","Stephen",1815-12-18,"18 December 1815","","","MM/8/79, Royal Society","","","RS-MM-000419.xml"
RS-LP-000419,"Horner","William","Tuff","Dr",1750-12-02,"2 December 1750","","","L&P/2/205, Royal Society","","","RS-LP-000419.xml"
RS-MM-000420,"Mendoza y Rios","Joseph","Pond","John",1815-12-18,"18 December 1815","","","MM/8/80, Royal Society","","","RS-MM-000420.xml"
RS-LP-000420,"Stedman","John","Pringle","John",1750-10-07,"7 October 1750","","","L&P/2/206, Royal Society","","","RS-LP-000420.xml"
RS-MM-000421,"Banks","Joseph","Young","Thomas",1819-05-20,"20 May 1819","","","MM/8/83, Royal Society","","","RS-MM-000421.xml"
RS-LP-000421,"Cassini de Thury","Cesar Francois","Mortimer","Cromwell",1751-04-23,"23 April 1751","","","L&P/2/208, Royal Society","","","RS-LP-000421.xml"
RS-MM-000422,"Lyell","Charles","Susan","",,"19th century","","","MM/9/1, Royal Society","","","RS-MM-000422.xml"
RS-LP-000422,"Blake","Francis","Royal Society","",1751-05-23,"23 May 1751","","","L&P/2/209, Royal Society","","","RS-LP-000422.xml"
RS-MM-000423,"Lyell","Charles","","Albert, Prince Consort of Queen Victoria",1849-09-05,"5 September 1849","","","MM/9/2, Royal Society","","","RS-MM-000423.xml"
RS-LP-000423,"Huxham","John","Mortimer","Cromwell",1751-05-19,"19 May 1751","","","L&P/2/211, Royal Society","","","RS-LP-000423.xml"
RS-MM-000424,"Herschel","John Frederick William","","",1859-11-01,"November 1859","","","MM/9/3, Royal Society","","","RS-MM-000424.xml"
RS-LP-000424,"Mead","Richard","Folkes","Martin",1751-06-13,"13 June 1751","","","L&P/2/213, Royal Society","","","RS-LP-000424.xml"
RS-MM-000425,"Thompson","Benjamin","Banks","Joseph",1784-07-06,"6 July 1784","","","MM/9/4, Royal Society","","","RS-MM-000425.xml"
RS-LP-000425,"Hales","S","Folkes","Martin",1751-06-08,"8 June 1751","","","L&P/2/214, Royal Society","","","RS-LP-000425.xml"
RS-MM-000426,"Thompson","Benjamin","Cadel & Davies","",1797-01-20,"20 January 1797","","","MM/9/5, Royal Society","","","RS-MM-000426.xml"
RS-LP-000426,"","","Royal Society","",1751-05-15,"15 May 1751","","","L&P/2/219, Royal Society","","","RS-LP-000426.xml"
RS-MM-000427,"Thompson","Benjamin","Cadel & Davies","",1797-07-06,"6 July 1797","","","MM/9/6, Royal Society","","","RS-MM-000427.xml"
RS-LP-000427,"Watson","William","Royal Society","",1751-06-27,"27 June 1751","","","L&P/2/222, Royal Society","","","RS-LP-000427.xml"
RS-LP-000428,"Villettes","Arthur","Royal Society","on behalf of Louis Wurstemberguer",1751-06-05,"5 June 1751","","","L&P/2/223, Royal Society","","","RS-LP-000428.xml"
RS-MM-000428,"Thompson","Benjamin","Banks","Joseph",1801-09-21,"21 September 1801","","","MM/9/7, Royal Society","","","RS-MM-000428.xml"
RS-LP-000429,"","","Secretary of the Royal Society","",1750-11-10,"10 November 1750","","","L&P/2/226, Royal Society","","","RS-LP-000429.xml"
RS-MM-000429,"Huxley","Thomas Henry","Evans","John",1886-03-17,"17 March 1886","","","MM/9/8, Royal Society","","","RS-MM-000429.xml"
RS-MM-000430,"Huxley","Thomas Henry","Evans","John",1886-06-30,"30 June 1886","","","MM/9/9, Royal Society","","","RS-MM-000430.xml"
RS-LP-000430,"Staplin","Joseph","Mortimer","Cromwell",1751-04-11,"11 April 1751","","","L&P/2/227, Royal Society","","","RS-LP-000430.xml"
RS-MM-000431,"Huxley","Thomas Henry","Evans","John",1886-07-21,"21 July 1886","","","MM/9/10, Royal Society","","","RS-MM-000431.xml"
RS-LP-000431,"Huxham","John","Stack","Thomas",1750-06-29,"29 June 1750","","","L&P/2/229, Royal Society","","","RS-LP-000431.xml"
RS-MM-000432,"Huxley","Thomas Henry","Evans","John",1887-06-18,"18 June 1887","","","MM/9/11, Royal Society","","","RS-MM-000432.xml"
RS-LP-000432,"Euler","Leonhard","Wetstein","Caspar",1751-04-27,"27 April 1751","","","L&P/2/230, Royal Society","","","RS-LP-000432.xml"
RS-MM-000433,"Huxley","Thomas Henry","Evans","John",1887-06-27,"27 June 1887","","","MM/9/12, Royal Society","","","RS-MM-000433.xml"
RS-LP-000433,"Alstone","Charles","Mortimer","Cromwell",1749-03-17,"17 March 1749","","","L&P/2/231, Royal Society","","","RS-LP-000433.xml"
RS-MM-000434,"Evans","John","Huxley","Thomas Henry",1888-02-24,"24 February 1888","","","MM/9/13, Royal Society","","","RS-MM-000434.xml"
RS-LP-000434,"Browning","John","Baker","Henry",1751-09-12,"12 September 1751","","","L&P/2/235, Royal Society","","","RS-LP-000434.xml"
RS-MM-000435,"Evans","John","Huxley","Thomas Henry",1888-03-08,"8 March 1888","","","MM/9/14, Royal Society","","","RS-MM-000435.xml"
RS-LP-000435,"Bose","Georg Matthias","Mortimer","Cromwell",1751-02-11,"11 February 1751","","","L&P/2/236, Royal Society","","","RS-LP-000435.xml"
RS-MM-000436,"Evans","John","Huxley","Thomas Henry",1890-02-24,"24 February 1890","","","MM/9/15, Royal Society","","","RS-MM-000436.xml"
RS-LP-000436,"Dunthorne","Richard","Long","Roger",1751-10-05,"5 October 1751","","","L&P/2/237, Royal Society","","","RS-LP-000436.xml"
RS-MM-000437,"Evans","John","Huxley","Thomas Henry",1891-12-28,"28 December 1891","","","MM/9/16, Royal Society","","","RS-MM-000437.xml"
RS-LP-000437,"Franklin","Benjamin","Collinson","Peter",1751-06-29,"29 June 1751","","","L&P/2/238, Royal Society","","","RS-LP-000437.xml"
RS-LP-000438,"Watson","William","Royal Society","",1751-11-21,"21 November 1751","","","L&P/2/242, Royal Society","","","RS-LP-000438.xml"
